index,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,y
2564,15000,54261.0,88000.0,,ProfExe,10.0,0.0,0.0,,1.0,16.0,,0
5115,27400,51298.0,90010.0,DebtCon,Other,6.0,1.0,0.0,146.65622021,3.0,29.0,42.159936538,0
3357,17800,54003.0,116434.0,DebtCon,ProfExe,18.0,0.0,0.0,268.71530396,0.0,19.0,24.251971765,0
1506,11100,31999.0,61406.0,,Other,31.0,0.0,0.0,239.05055657,0.0,19.0,20.961272939,0
845,8700,62600.0,77600.0,DebtCon,Other,0.5,1.0,0.0,351.03333333,3.0,13.0,,1
655,8000,28000.0,41950.0,DebtCon,Office,2.0,0.0,0.0,103.4,1.0,20.0,,1
2518,15000,80988.0,97404.0,DebtCon,ProfExe,10.0,3.0,0.0,188.50167197,1.0,30.0,26.5682704,0
3387,18000,84824.0,115146.0,DebtCon,Other,21.0,0.0,0.0,293.98043579,0.0,16.0,27.097523474,0
619,7800,58364.0,66688.0,DebtCon,Other,3.0,0.0,2.0,114.51215796,3.0,18.0,37.929273869,0
3011,16500,52028.0,63745.0,DebtCon,Other,7.0,0.0,0.0,105.53037606,4.0,18.0,41.344845835,1
1138,10000,59828.0,72489.0,DebtCon,,18.0,0.0,0.0,157.24366245,1.0,11.0,31.626821934,0
4117,21500,90000.0,111500.0,DebtCon,Other,24.0,0.0,0.0,243.5,1.0,27.0,,0
2465,14700,35832.0,66260.0,DebtCon,ProfExe,7.0,0.0,0.0,277.79408675,0.0,16.0,23.705359284,0
3967,20800,46434.0,68490.0,DebtCon,Office,6.0,0.0,0.0,171.28347285,2.0,26.0,35.999296466,0
2128,13300,79512.0,92224.0,DebtCon,Other,9.0,0.0,0.0,159.20708757,4.0,22.0,38.94860467,0
3683,19400,63508.0,12414.0,DebtCon,Other,5.0,,,64.407604619,1.0,16.0,40.570169157,0
3929,20600,67086.0,108006.0,DebtCon,Office,6.0,,1.0,116.32865754,2.0,18.0,36.966325226,0
5048,26900,,35397.0,DebtCon,Other,7.0,0.0,,85.250840722,,13.0,20.837255468,0
4371,22700,155284.0,197634.0,DebtCon,ProfExe,15.0,,,103.7859943,0.0,24.0,29.540322043,0
2306,14000,,58407.0,,,8.0,0.0,0.0,107.53333333,0.0,15.0,,0
2869,15900,58518.0,82095.0,HomeImp,ProfExe,10.0,0.0,2.0,177.24777998,0.0,14.0,28.818793116,0
1352,10600,136820.0,201820.0,DebtCon,ProfExe,2.0,0.0,0.0,68.353056056,1.0,22.0,38.0722099,0
3843,20100,45764.0,79967.0,,,,,,,,,38.647727907,0
2222,13700,90714.0,120292.0,DebtCon,Office,11.0,0.0,0.0,215.61201633,0.0,13.0,40.304301343,0
5721,42300,367089.0,469771.0,HomeImp,ProfExe,3.0,0.0,0.0,310.05152353,4.0,14.0,42.603640874,0
5023,26700,146193.0,185200.0,DebtCon,ProfExe,11.0,0.0,0.0,156.2294564,0.0,36.0,39.210272093,0
1808,12200,53242.0,70400.0,DebtCon,Other,14.0,0.0,0.0,169.93066352,0.0,18.0,34.629427656,1
1793,12200,61929.0,83102.0,HomeImp,Office,14.0,0.0,0.0,238.52492741,1.0,32.0,44.449670971,0
2232,13700,95065.0,123858.0,DebtCon,Other,9.0,0.0,0.0,176.95253246,0.0,27.0,34.596837528,0
1970,12800,11986.0,48309.0,HomeImp,Office,23.0,0.0,0.0,265.2270609,0.0,20.0,28.493861936,0
5053,26900,67144.0,92923.0,DebtCon,Other,16.0,0.0,0.0,89.112173485,1.0,17.0,32.791478032,0
4104,21400,128095.0,167824.0,DebtCon,ProfExe,6.0,0.0,0.0,180.41735424,0.0,38.0,17.495700487,0
4085,21400,88147.0,115000.0,DebtCon,Self,3.0,0.0,0.0,213.23333333,2.0,27.0,,0
5273,28800,,44761.0,DebtCon,Other,10.0,0.0,,84.728267958,,14.0,22.841663187,0
975,9300,39307.0,51680.0,DebtCon,Office,8.0,0.0,0.0,196.0146349,0.0,23.0,30.731571704,0
364,6300,,72890.0,HomeImp,Office,1.0,0.0,0.0,41.250113587,0.0,3.0,39.198068218,0
2733,15400,7839.0,48276.0,DebtCon,ProfExe,4.0,0.0,0.0,315.17831848,0.0,16.0,18.301959465,0
3833,20100,14749.0,74584.0,DebtCon,Office,,0.0,0.0,252.60593155,0.0,22.0,38.801877068,0
2322,14000,46541.0,64338.0,DebtCon,Other,0.0,0.0,0.0,204.40944332,1.0,12.0,28.364798507,0
1364,10600,48018.0,68963.0,DebtCon,Mgr,2.0,0.0,0.0,186.7575926,1.0,16.0,30.655744344,0
2260,13800,65178.0,79000.0,DebtCon,Office,11.0,0.0,3.0,111.6,1.0,23.0,,1
1596,11500,22758.0,36922.0,DebtCon,Office,7.0,0.0,1.0,103.04811711,0.0,16.0,19.020168304,0
4,1700,97800.0,112000.0,HomeImp,Office,3.0,0.0,0.0,93.333333333,0.0,14.0,,0
1283,10300,82889.0,97189.0,DebtCon,Mgr,2.0,0.0,0.0,82.507446213,2.0,24.0,39.53698719,0
674,8000,37871.0,,HomeImp,ProfExe,15.0,6.0,2.0,179.63333333,0.0,30.0,,1
465,6900,50387.0,68443.0,DebtCon,Mgr,7.0,,3.0,105.82732904,2.0,10.0,40.717668846,0
3892,20400,153958.0,195834.0,DebtCon,Other,9.0,0.0,0.0,,1.0,15.0,31.134624378,0
844,8700,53073.0,83415.0,DebtCon,,2.0,0.0,0.0,211.26878022,3.0,29.0,30.201509456,0
503,7000,129959.0,161301.0,HomeImp,ProfExe,11.0,0.0,0.0,209.98629953,0.0,18.0,21.917952264,0
4366,22700,93413.0,134653.0,DebtCon,ProfExe,,0.0,0.0,219.57065379,1.0,21.0,27.284560734,0
5632,38800,31976.0,,DebtCon,Office,2.0,0.0,3.0,134.54388598,1.0,24.0,,1
1166,10000,131589.0,156000.0,HomeImp,ProfExe,5.0,0.0,1.0,419.03333333,1.0,43.0,,0
4246,22100,73053.0,105750.0,DebtCon,Mgr,9.0,0.0,1.0,293.23333333,2.0,29.0,,0
2456,14700,77565.0,101320.0,HomeImp,ProfExe,6.0,0.0,0.0,120.82737185,0.0,26.0,25.27620451,0
3132,17000,54218.0,75000.0,DebtCon,Mgr,5.0,1.0,0.0,177.5,6.0,35.0,,1
735,8200,48515.0,59240.0,DebtCon,Other,17.0,0.0,4.0,214.14450966,0.0,36.0,27.459144234,0
5866,52400,27234.0,83482.0,HomeImp,Other,2.0,2.0,0.0,250.61402393,6.0,14.0,40.54824598,0
4590,24000,137000.0,204963.0,HomeImp,ProfExe,5.0,0.0,0.0,189.7,1.0,28.0,,0
4156,21700,29258.0,53807.0,DebtCon,Other,0.0,,,300.6792922,,24.0,35.698017435,0
1229,10100,126358.0,180305.0,DebtCon,Other,8.0,0.0,0.0,199.35052965,1.0,20.0,32.033628789,0
3212,17200,39316.0,66978.0,DebtCon,,4.0,0.0,0.0,99.985975956,1.0,10.0,26.437084055,0
4028,21000,106011.0,173778.0,DebtCon,Office,7.0,0.0,0.0,223.76961057,3.0,24.0,40.564750356,0
4546,23700,82983.0,106877.0,DebtCon,Other,,0.0,0.0,177.01767442,2.0,24.0,40.995208218,0
4352,22600,41920.0,70383.0,DebtCon,Office,5.0,0.0,0.0,178.78664033,1.0,26.0,36.098694125,0
1398,10800,49254.0,80527.0,HomeImp,Other,2.0,0.0,2.0,202.53743039,0.0,13.0,29.551583139,0
1561,11400,55965.0,78051.0,DebtCon,Office,6.0,0.0,0.0,96.292020222,2.0,14.0,27.173232225,0
949,9100,59430.0,76897.0,HomeImp,Other,5.0,0.0,1.0,246.09510911,1.0,16.0,37.470923376,0
3931,20600,69949.0,101807.0,HomeImp,Other,3.0,0.0,0.0,218.39093903,0.0,13.0,30.271239302,0
879,8800,74562.0,89695.0,HomeImp,Other,24.0,0.0,0.0,338.77674581,1.0,47.0,28.439716511,0
5955,88900,57264.0,90185.0,DebtCon,Other,16.0,0.0,0.0,221.80871754,0.0,16.0,36.112346519,0
3950,20700,110307.0,140902.0,DebtCon,Office,13.0,0.0,1.0,243.32391625,0.0,24.0,41.336740097,0
4589,24000,16997.0,45000.0,DebtCon,Other,25.0,0.0,0.0,118.66666667,1.0,11.0,,0
5221,28200,66242.0,109762.0,DebtCon,Other,8.0,0.0,1.0,130.96956536,0.0,21.0,60.295413494,1
545,7400,2063.0,100448.0,HomeImp,Other,,0.0,0.0,96.133333333,0.0,14.0,,1
2570,15000,86177.0,111500.0,DebtCon,Other,14.0,0.0,0.0,133.93333333,2.0,9.0,,0
2926,16100,105719.0,116491.0,DebtCon,Other,1.0,0.0,0.0,117.87361206,2.0,20.0,38.763699701,0
2186,13500,117321.0,138746.0,DebtCon,ProfExe,14.0,,1.0,183.26200947,0.0,33.0,31.486796668,0
4121,21500,30546.0,53300.0,DebtCon,Other,1.0,,,319.78080229,,25.0,33.449009861,0
3695,19500,100077.0,122352.0,DebtCon,Office,3.0,0.0,0.0,58.861027463,0.0,9.0,38.121518334,1
3400,18000,12900.0,21500.0,HomeImp,Office,5.0,3.0,0.0,109.56666667,0.0,33.0,,1
3783,20000,32000.0,56373.0,DebtCon,Other,1.0,0.0,0.0,113.56666667,1.0,17.0,,0
1731,12000,81000.0,105250.0,DebtCon,ProfExe,9.0,0.0,0.0,200.9,2.0,37.0,,0
1420,10800,13365.0,66979.0,HomeImp,Other,9.0,2.0,1.0,346.9796514,1.0,22.0,16.48162968,0
2330,14100,79345.0,135554.0,DebtCon,ProfExe,15.0,0.0,0.0,301.56399129,0.0,19.0,29.17813328,0
5449,32300,133193.0,174905.0,DebtCon,Mgr,13.0,0.0,0.0,177.0516476,1.0,28.0,39.475689602,0
5050,26900,57414.0,92916.0,DebtCon,Office,0.0,0.0,0.0,70.281905709,0.0,22.0,34.396301781,0
4294,22400,127967.0,167764.0,DebtCon,Office,1.0,,0.0,377.86498468,,52.0,36.438724078,0
782,8400,77916.0,93589.0,DebtCon,ProfExe,0.0,,,,,,27.873870625,0
862,8700,51033.0,58513.0,DebtCon,Office,2.0,0.0,0.0,181.8697515,0.0,20.0,37.879278335,0
3271,17400,56111.0,114521.0,HomeImp,Office,2.0,,2.0,154.85552388,1.0,24.0,38.695083557,0
194,5100,179725.0,251962.0,DebtCon,Sales,,0.0,0.0,127.49881344,0.0,22.0,40.308259362,0
140,4900,170986.0,245300.0,DebtCon,Sales,,0.0,0.0,131.93333333,0.0,22.0,,0
1401,10800,31149.0,67239.0,DebtCon,Mgr,,,,,,,35.265437376,0
5129,27500,131269.0,211014.0,DebtCon,ProfExe,10.0,0.0,0.0,234.35128879,2.0,26.0,18.735147443,0
3339,17700,82302.0,111228.0,HomeImp,ProfExe,4.0,0.0,0.0,118.4559036,0.0,25.0,37.160561204,0
5315,29900,135955.0,182161.0,DebtCon,ProfExe,0.0,0.0,0.0,235.3710385,2.0,18.0,38.699746592,0
1502,11100,105226.0,122901.0,DebtCon,,3.0,0.0,0.0,113.68878037,1.0,26.0,33.896642978,0
2586,15000,42006.0,,DebtCon,Other,10.0,0.0,1.0,75.333333333,0.0,33.0,,1
2157,13400,87175.0,115530.0,HomeImp,ProfExe,13.0,0.0,1.0,180.94510639,1.0,27.0,33.900056418,0
1375,10700,55043.0,68609.0,DebtCon,Other,2.0,0.0,0.0,46.272175955,1.0,17.0,25.448844532,1
335,6100,47604.0,54966.0,HomeImp,Other,5.0,0.0,0.0,70.69532973,0.0,18.0,24.76674453,0
3454,18200,68743.0,92112.0,DebtCon,Mgr,0.0,0.0,0.0,95.34376502,0.0,16.0,26.692666627,0
5485,33200,57419.0,103648.0,DebtCon,Office,4.0,0.0,0.0,175.38672313,1.0,25.0,34.286250508,0
4710,24900,92168.0,143484.0,HomeImp,ProfExe,6.0,0.0,0.0,159.58344207,0.0,31.0,34.145871345,0
4540,23700,144373.0,180927.0,DebtCon,ProfExe,5.0,,,175.81537537,5.0,43.0,40.315790028,0
414,6500,183860.0,208910.0,DebtCon,ProfExe,4.0,6.0,0.0,86.452226941,6.0,29.0,69.8005248,1
2588,15000,33000.0,,,,0.9,7.0,5.0,144.86666667,0.0,20.0,,1
4705,24900,46116.0,77519.0,DebtCon,Other,9.0,0.0,0.0,120.08355192,1.0,19.0,42.929509267,0
4846,25400,62906.0,96327.0,DebtCon,Other,17.0,0.0,0.0,110.62012706,1.0,16.0,33.760748359,0
2943,16200,87248.0,116407.0,DebtCon,Other,20.0,0.0,0.0,270.0076812,1.0,16.0,24.543268816,0
2589,15000,116400.0,146450.0,DebtCon,Other,17.5,0.0,1.0,255.66666667,1.0,29.0,,1
2028,13000,39386.0,53149.0,DebtCon,Other,4.0,0.0,0.0,110.4779566,1.0,16.0,38.521759005,0
603,7700,14776.0,32287.0,,,,,,,,,34.880462318,0
1533,11300,57377.0,75038.0,DebtCon,Office,4.0,0.0,0.0,91.219961165,1.0,15.0,25.140279716,0
5594,37000,93378.0,145000.0,DebtCon,Sales,15.0,,2.0,368.7,1.0,27.0,,1
2747,15500,98646.0,115669.0,DebtCon,Other,13.0,0.0,0.0,177.54896592,0.0,26.0,33.350529004,0
998,9400,57000.0,70000.0,DebtCon,Other,4.0,0.0,0.0,179.56666667,2.0,17.0,,0
2316,14000,64000.0,78000.0,,ProfExe,7.4,0.0,0.0,174.43333333,0.0,20.0,,1
2535,15000,40772.0,62025.0,HomeImp,Other,,0.0,1.0,120.6,2.0,19.0,,1
4872,25600,196689.0,247025.0,DebtCon,Other,8.0,0.0,0.0,105.42535396,1.0,25.0,42.670275302,0
4676,24600,83099.0,113245.0,DebtCon,ProfExe,9.0,0.0,1.0,122.74921636,0.0,19.0,28.125731087,0
4893,25700,50800.0,85000.0,DebtCon,Other,23.0,1.0,2.0,184.26666667,1.0,20.0,,0
4956,26200,141109.0,245422.0,HomeImp,ProfExe,28.0,0.0,0.0,343.78712232,1.0,18.0,38.113555937,0
4465,23300,81144.0,106102.0,DebtCon,Mgr,7.0,0.0,0.0,288.37273939,1.0,28.0,33.271413361,0
74,3800,11543.0,46045.0,HomeImp,Self,,0.0,0.0,204.64799167,0.0,11.0,42.173165882,0
2090,13200,69195.0,79252.0,DebtCon,Office,13.0,0.0,0.0,248.78813035,3.0,37.0,41.905604624,0
4939,26000,20119.0,54563.0,DebtCon,Other,24.0,0.0,0.0,126.98795944,0.0,11.0,25.623638507,0
3555,18700,99003.0,162566.0,,Other,,1.0,,252.26379877,,23.0,39.209039167,0
4636,24300,,60628.0,DebtCon,Other,23.0,0.0,0.0,145.29273612,0.0,9.0,22.984818991,0
3862,20200,45088.0,65211.0,DebtCon,Office,10.0,0.0,2.0,118.56966954,1.0,22.0,43.454512149,0
1591,11500,63136.0,81099.0,DebtCon,Other,3.0,,,149.06474483,,35.0,28.975940118,0
2248,13800,57481.0,89421.0,DebtCon,ProfExe,9.0,0.0,0.0,183.10936064,0.0,19.0,22.643395545,0
2189,13600,64799.0,84425.0,DebtCon,Office,14.0,0.0,0.0,115.32388361,0.0,24.0,36.85085748,0
1668,11900,56443.0,86913.0,DebtCon,Office,12.0,0.0,0.0,119.85940967,0.0,24.0,38.861656969,0
4612,24200,91491.0,141827.0,DebtCon,ProfExe,21.0,1.0,0.0,163.17437719,0.0,25.0,42.060981767,0
758,8300,10000.0,63775.0,HomeImp,Other,0.0,0.0,0.0,200.86666667,0.0,14.0,,1
3031,16500,126872.0,167611.0,DebtCon,Office,5.0,0.0,0.0,136.12243475,1.0,21.0,26.404528407,0
4431,23000,213000.0,280000.0,HomeImp,ProfExe,7.0,,5.0,468.86666667,,56.0,,0
1681,11900,26601.0,52544.0,HomeImp,Other,0.0,0.0,0.0,240.6943608,0.0,11.0,40.775677146,0
4844,25400,158111.0,209649.0,HomeImp,Other,10.0,0.0,0.0,254.33618951,1.0,34.0,43.136770157,0
1455,11000,49000.0,66922.0,DebtCon,Other,11.0,0.0,2.0,91.0,3.0,32.0,,1
2790,15700,35873.0,52800.0,HomeImp,Other,10.0,0.0,0.0,128.23591372,0.0,10.0,20.950252082,0
3353,17800,13839.0,171378.0,HomeImp,Mgr,23.0,0.0,0.0,86.702624803,2.0,21.0,31.359609533,0
5844,50900,,85196.0,HomeImp,Other,,0.0,0.0,351.45087807,0.0,6.0,21.595479997,0
851,8700,57141.0,70244.0,HomeImp,Other,8.0,0.0,0.0,106.85542816,0.0,19.0,31.891314262,1
2894,16000,83200.0,,DebtCon,ProfExe,0.6,0.0,0.0,318.56666667,9.0,27.0,,1
2623,15100,81461.0,93548.0,DebtCon,Other,2.0,0.0,0.0,160.1036,0.0,22.0,41.007363531,0
744,8300,51783.0,57839.0,DebtCon,Other,3.0,0.0,0.0,96.176673144,0.0,20.0,36.210351332,0
3023,16500,,42894.0,HomeImp,Other,1.0,0.0,0.0,331.42686954,0.0,8.0,26.895804457,0
2202,13600,30200.0,43600.0,HomeImp,Other,0.0,8.0,1.0,230.3,0.0,18.0,,1
58,3300,126541.0,134527.0,HomeImp,Sales,9.0,1.0,0.0,139.0,0.0,36.0,,1
5657,40000,134029.0,191990.0,DebtCon,Mgr,,1.0,0.0,178.7809596,0.0,24.0,34.521450249,0
57,3200,23159.0,,HomeImp,Mgr,20.0,,2.0,117.80574784,0.0,9.0,0.5244992154,1
652,8000,177683.0,251771.0,DebtCon,Sales,,0.0,0.0,138.51160087,0.0,22.0,39.735448824,0
5098,27300,97373.0,126102.0,DebtCon,Office,10.0,0.0,1.0,139.13259829,0.0,28.0,39.173553951,0
4579,23900,140328.0,183533.0,HomeImp,Mgr,8.0,0.0,0.0,322.78811436,0.0,17.0,45.413177555,0
3937,20600,35530.0,105838.0,HomeImp,Other,7.0,0.0,0.0,106.162918,0.0,15.0,32.093866518,0
5655,39800,129611.0,191175.0,DebtCon,Mgr,,0.0,0.0,183.7992158,0.0,25.0,35.552486358,0
679,8000,36000.0,115800.0,DebtCon,Other,,0.0,0.0,168.23333333,3.0,30.0,,1
4591,24000,114196.0,150000.0,DebtCon,Mgr,4.0,0.0,0.0,289.13333333,0.0,25.0,,0
5188,28000,58002.0,86427.0,DebtCon,Other,9.0,0.0,1.0,129.57535197,2.0,29.0,39.362693216,0
5828,50200,34668.0,,DebtCon,Mgr,7.0,1.0,0.0,117.68254783,1.0,5.0,36.72448606,1
4112,21500,25984.0,47386.0,DebtCon,Other,1.0,,,305.84971646,,25.0,36.600613063,0
2418,14500,78503.0,90558.0,DebtCon,Mgr,19.0,0.0,0.0,250.45228937,10.0,24.0,36.876234534,0
584,7500,49100.0,85650.0,HomeImp,Other,18.0,0.0,0.0,178.33466667,0.0,29.0,,0
2255,13800,18714.0,47905.0,HomeImp,Office,25.0,0.0,0.0,259.10302278,0.0,19.0,29.479662342,0
2057,13000,110094.0,145807.0,DebtCon,ProfExe,2.0,0.0,0.0,285.27593467,0.0,45.0,35.045471057,0
604,7700,32243.0,36369.0,HomeImp,ProfExe,12.0,0.0,0.0,180.41578673,0.0,13.0,21.72081838,0
5251,28500,100145.0,130522.0,DebtCon,Office,10.0,0.0,0.0,137.94286922,0.0,29.0,39.072589176,0
2396,14400,79288.0,92391.0,DebtCon,ProfExe,8.0,0.0,1.0,341.50155908,,41.0,39.435496901,0
703,8100,69047.0,82113.0,DebtCon,Sales,3.0,0.0,0.0,121.41114886,0.0,30.0,35.073918357,0
3395,18000,94554.0,119000.0,HomeImp,Mgr,1.0,0.0,1.0,308.46666667,1.0,20.0,,0
5168,27700,67446.0,99206.0,DebtCon,ProfExe,11.0,0.0,0.0,286.96597112,0.0,32.0,38.995164401,0
3523,18600,60709.0,89683.0,DebtCon,Other,1.0,0.0,0.0,316.31385839,2.0,16.0,43.756566038,0
3458,18200,39109.0,62371.0,HomeImp,Other,25.0,0.0,0.0,268.19826067,0.0,13.0,24.748181035,0
827,8600,22960.0,80874.0,HomeImp,ProfExe,20.0,0.0,0.0,238.70268339,0.0,11.0,25.887319897,0
4572,23900,,105700.0,DebtCon,Other,0.8,,,,,,,1
3269,17400,55575.0,78661.0,DebtCon,Other,17.0,1.0,0.0,198.98960053,1.0,20.0,38.991431366,0
2254,13800,85805.0,135789.0,DebtCon,ProfExe,15.0,0.0,0.0,303.68822972,0.0,18.0,27.869079212,0
4561,23800,101536.0,147601.0,HomeImp,ProfExe,10.0,0.0,0.0,161.25574183,1.0,23.0,32.719421241,0
3730,19700,70709.0,97394.0,DebtCon,Mgr,0.0,0.0,0.0,94.860466383,0.0,17.0,25.556707636,0
5232,28400,90823.0,126845.0,DebtCon,Other,1.0,0.0,0.0,188.77345493,1.0,25.0,42.896715113,0
3787,20000,56135.0,93234.0,HomeImp,ProfExe,18.0,0.0,0.0,630.03333333,1.0,24.0,,0
4902,25800,140785.0,208421.0,HomeImp,ProfExe,3.0,0.0,0.0,176.27148929,0.0,28.0,39.745002842,0
125,4700,67913.0,97205.0,,Mgr,2.0,0.0,0.0,142.82439151,0.0,24.0,35.226997192,0
5383,31000,133471.0,188154.0,DebtCon,ProfExe,0.0,0.0,0.0,218.53826063,2.0,18.0,40.315083491,0
4049,21200,70096.0,108632.0,HomeImp,Other,4.0,0.0,0.0,200.01491752,1.0,13.0,29.641286443,0
4744,25000,70150.0,,DebtCon,Office,4.0,2.0,,104.53333333,0.0,7.0,,1
587,7500,42077.0,91676.0,HomeImp,Office,5.5,1.0,4.0,344.9,1.0,30.0,,1
2131,13300,25698.0,58760.0,HomeImp,Self,15.0,0.0,0.0,147.91098236,1.0,10.0,30.962076653,1
805,8500,78346.0,82226.0,HomeImp,Other,22.0,0.0,0.0,320.34954262,1.0,47.0,30.199399523,0
2861,15900,89500.0,104200.0,DebtCon,ProfExe,15.0,0.0,3.0,183.63333333,0.0,37.0,,1
5648,39500,132485.0,192838.0,DebtCon,Mgr,,1.0,0.0,176.12388138,0.0,24.0,31.737478202,0
3963,20800,176235.0,209695.0,DebtCon,Other,9.0,3.0,0.0,159.70677027,0.0,25.0,38.591939971,1
97,4000,67625.0,80698.0,HomeImp,Mgr,11.0,,1.0,212.34930388,0.0,25.0,39.128717628,0
968,9300,63566.0,70551.0,DebtCon,ProfExe,14.0,0.0,0.0,138.33735213,0.0,19.0,42.48370297,0
3986,20900,71972.0,101745.0,DebtCon,Mgr,6.0,0.0,0.0,67.324562017,6.0,23.0,38.513256182,0
4235,22000,188982.0,231933.0,DebtCon,ProfExe,2.0,0.0,0.0,294.96016922,0.0,26.0,36.43459137,0
4198,21900,91767.0,141897.0,DebtCon,ProfExe,,0.0,0.0,207.65328952,0.0,21.0,28.216739433,0
1540,11300,46120.0,52911.0,HomeImp,Mgr,19.0,0.0,0.0,229.44157776,1.0,17.0,36.334814357,0
5656,40000,76769.0,129000.0,DebtCon,Sales,30.0,0.0,0.0,286.3,2.0,35.0,,1
3560,18700,93210.0,109980.0,DebtCon,ProfExe,7.0,0.0,0.0,145.48592651,2.0,20.0,22.496235519,0
2312,14000,42767.0,60950.0,DebtCon,Other,7.0,0.0,1.0,117.66666667,3.0,49.0,,0
2694,15300,42100.0,65000.0,DebtCon,Other,7.0,0.0,0.0,95.333333333,3.0,15.0,,0
2034,13000,88614.0,116994.0,HomeImp,ProfExe,13.0,0.0,2.0,188.8241991,0.0,28.0,32.619501636,0
4909,25800,,51824.0,DebtCon,Other,,,,89.599815077,,12.0,28.546478459,0
5106,27300,,43277.0,DebtCon,Other,9.0,0.0,,101.88661478,,14.0,20.808196179,0
726,8200,120837.0,176244.0,DebtCon,Other,8.0,0.0,0.0,196.72416054,0.0,20.0,34.745743152,0
4869,25600,,51974.0,DebtCon,Other,,,,100.67686562,,13.0,28.116067418,0
2660,15200,105328.0,113931.0,HomeImp,ProfExe,3.0,0.0,0.0,138.13350449,2.0,32.0,61.89063458,1
2924,16100,33209.0,52000.0,DebtCon,Other,8.0,0.0,0.0,91.3,1.0,15.0,,1
1694,12000,83560.0,126479.0,HomeImp,Other,8.0,,,,,,38.928315685,0
2825,15800,51163.0,157644.0,DebtCon,ProfExe,19.0,0.0,0.0,239.22478943,0.0,28.0,20.747520522,0
680,8000,32100.0,36739.0,HomeImp,Other,4.0,0.0,0.0,79.458845053,2.0,8.0,31.276715679,1
1351,10600,56814.0,66692.0,DebtCon,Mgr,10.0,0.0,0.0,107.37405519,1.0,18.0,32.625687041,0
1595,11500,59781.0,69864.0,DebtCon,Other,4.0,0.0,1.0,312.54739604,0.0,9.0,31.181801354,0
732,8200,80989.0,105080.0,DebtCon,Mgr,1.0,0.0,0.0,81.354795297,1.0,24.0,38.4757705,0
5911,65200,71061.0,141666.0,HomeImp,Office,10.0,0.0,1.0,134.68090672,0.0,11.0,43.56886383,0
1872,12500,57294.0,66615.0,DebtCon,Other,3.0,0.0,1.0,321.38758675,0.0,9.0,31.380899093,0
3139,17000,86341.0,133564.0,DebtCon,ProfExe,15.0,0.0,0.0,307.67385711,0.0,18.0,28.368210586,0
4804,25100,66938.0,92544.0,DebtCon,ProfExe,8.0,1.0,1.0,135.66507023,4.0,26.0,34.565876305,0
5255,28600,94165.0,130285.0,DebtCon,Office,10.0,0.0,1.0,137.81333094,0.0,28.0,42.080016037,0
1594,11500,,64037.0,HomeImp,Other,,0.0,0.0,354.17458076,0.0,7.0,34.355739238,0
3820,20000,77900.0,105400.0,DebtCon,Mgr,4.0,0.0,0.0,110.6,0.0,17.0,,1
4750,25000,46451.0,89600.0,DebtCon,Office,10.0,1.0,2.0,95.366666667,2.0,15.0,,1
3161,17000,87600.0,110000.0,DebtCon,Other,0.4,6.0,0.0,180.56666667,2.0,46.0,,1
1773,12100,50150.0,65565.0,DebtCon,Other,4.0,0.0,0.0,166.23170863,0.0,13.0,26.644324791,0
3333,17700,85150.0,113104.0,DebtCon,ProfExe,11.0,0.0,0.0,148.0652591,2.0,19.0,38.962872064,0
3877,20300,36360.0,57905.0,DebtCon,Other,,0.0,0.0,214.97048428,0.0,12.0,39.263094236,0
4635,24300,123686.0,153184.0,DebtCon,Mgr,4.0,0.0,0.0,298.28291333,0.0,25.0,36.336564389,0
5387,31000,30000.0,72000.0,DebtCon,Mgr,20.0,2.0,0.0,127.3,1.0,14.0,,1
1403,10800,64181.0,70996.0,DebtCon,Other,4.0,0.0,0.0,171.75957905,2.0,17.0,33.227793593,0
1775,12100,22000.0,38750.0,DebtCon,Other,0.8,0.0,0.0,167.4,1.0,17.0,,1
5685,40900,18760.0,69373.0,DebtCon,Other,19.0,0.0,0.0,211.6988199,1.0,31.0,39.922586879,0
2250,13800,77130.0,127000.0,DebtCon,ProfExe,15.0,0.0,0.0,296.33333333,0.0,19.0,,0
783,8400,48032.0,95213.0,HomeImp,Office,5.0,1.0,4.0,326.67959049,0.0,30.0,38.191681736,1
1101,9800,55539.0,73560.0,DebtCon,Office,4.0,0.0,0.0,85.900936244,1.0,14.0,26.331619061,0
3965,20800,56364.0,115760.0,DebtCon,ProfExe,16.0,0.0,0.0,261.81405582,0.0,19.0,24.797958173,0
3924,20500,76620.0,185666.0,,Other,8.0,0.0,0.0,360.64005406,1.0,16.0,33.754318614,0
5500,33600,79877.0,118554.0,DebtCon,Mgr,9.0,0.0,0.0,78.327767713,1.0,35.0,25.012020369,0
1377,10700,59588.0,69166.0,HomeImp,Other,6.0,0.0,0.0,133.90650517,0.0,17.0,36.180857581,0
1102,9900,37609.0,120186.0,DebtCon,Other,,0.0,0.0,176.36783901,3.0,30.0,53.178911112,1
4482,23400,48549.0,68957.0,DebtCon,Office,6.0,0.0,0.0,172.81072664,1.0,27.0,34.456762198,0
1956,12800,40932.0,72172.0,DebtCon,Other,20.0,0.0,0.0,162.04401039,0.0,16.0,37.51836575,1
3037,16500,8795.0,164000.0,HomeImp,Mgr,23.0,0.0,0.0,76.066666667,2.0,21.0,,0
